"gs_id","gs_pmid","gs_name","name","gs_description","ensembl_gene","gene_symbol","excel_gene_symbol","entrez_gene","ensembl_in_ref","symbol_in_ref"
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000142168","SOD1","'SOD1",6647,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000125398","SOX9","'SOX9",6662,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000061656","SPAG4","'SPAG4",6676,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000128039","SRD5A3","'SRD5A3",79644,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000159167","STC1","'STC1",6781,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000113739","STC2","'STC2",8614,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000117632","STMN1","'STMN1",3925,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000177156","TALDO1","'TALDO1",6888,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000160180","TFF3","'TFF3",7033,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000163235","TGFA","'TGFA",7039,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000120708","TGFBI","'TGFBI",7045,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000007350","TKTL1","'TKTL1",8277,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000146242","TPBG","'TPBG",7162,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000283085","TPBG","'TPBG",7162,FALSE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000111669","TPI1","'TPI1",7167,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000169902","TPST1","'TPST1",8460,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000136810","TXN","'TXN",7295,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000169764","UGP2","'UGP2",7360,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000038427","VCAN","'VCAN",1462,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000112715","VEGFA","'VEGFA",7422,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000147852","VLDLR","'VLDLR",7436,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000015532","XYLT2","'XYLT2",64132,TRUE,TRUE
"M5937","26771021","HALLMARK_GLYCOLYSIS","GLYCOLYSIS","Genes encoding proteins involved in glycolysis and gluconeogenesis.","ENSG00000188994","ZNF292","'ZNF292",23036,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000087085","ACHE","'ACHE",43,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000205336","ADGRG1","'ADGRG1",9289,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000126016","AMOT","'AMOT",154796,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000176749","CDK5R1","'CDK5R1",8851,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000105810","CDK6","'CDK6",1021,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000075275","CELSR1","'CELSR1",9620,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000122756","CNTFR","'CNTFR",1271,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000072832","CRMP1","'CRMP1",1400,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000092964","DPYSL2","'DPYSL2",1808,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000157557","ETS2","'ETS2",2114,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000111087","GLI1","'GLI1",2735,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000164683","HEY1","'HEY1",23462,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000135547","HEY2","'HEY2",23493,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000198910","L1CAM","'L1CAM",3897,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000198728","LDB1","'LDB1",8861,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000100345","MYH9","'MYH9",4627,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000196712","NF1","'NF1",4763,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000163623","NKX6-1","'NKX6-1",4825,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000091129","NRCAM","'NRCAM",4897,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000099250","NRP1","'NRP1",8829,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000118257","NRP2","'NRP2",8828,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000079482","OPHN1","'OPHN1",4983,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000122194","PLG","'PLG",5340,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000140464","PML","'PML",5371,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000185920","PTCH1","'PTCH1",5727,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000145715","RASA1","'RASA1",5921,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000139970","RTN1","'RTN1",6252,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000171951","SCG2","'SCG2",7857,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000164690","SHH","'SHH",6469,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000187122","SLIT1","'SLIT1",6585,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000154096","THY1","'THY1",7070,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000196781","TLE1","'TLE1",7088,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000140332","TLE3","'TLE3",7090,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000182168","UNC5C","'UNC5C",8633,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000112715","VEGFA","'VEGFA",7422,TRUE,TRUE
"M5919","26771021","HALLMARK_HEDGEHOG_SIGNALING","HEDGEHOG_SIGNALING","Genes up-regulated by activation of hedgehog signaling.","ENSG00000147852","VLDLR","'VLDLR",7436,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000115657","ABCB6","'ABCB6",10058,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000118777","ABCG2","'ABCG2",9429,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000213088","ACKR1","'ACKR1",2532,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000102575","ACP5","'ACP5",54,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000164398","ACSL6","'ACSL6",23305,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000087274","ADD1","'ADD1",118,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000075340","ADD2","'ADD2",119,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000159346","ADIPOR1","'ADIPOR1",51094,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000026652","AGPAT4","'AGPAT4",56895,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000169877","AHSP","'AHSP",51327,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000148218","ALAD","'ALAD",210,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000158578","ALAS2","'ALAS2",212,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000144908","ALDH1L1","'ALDH1L1",10840,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000119711","ALDH6A1","'ALDH6A1",4329,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000029534","ANK1","'ANK1",286,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000165272","AQP3","'AQP3",360,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000196914","ARHGEF12","'ARHGEF12",23365,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000102931","ARL2BP","'ARL2BP",23568,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000070669","ASNS","'ASNS",440,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000101844","ATG4A","'ATG4A",115201,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000033627","ATP6V0A1","'ATP6V0A1",535,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000156273","BACH1","'BACH1",571,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000187244","BCAM","'BCAM",4059,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000106605","BLVRA","'BLVRA",644,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000090013","BLVRB","'BLVRB",645,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000138756","BMP2K","'BMP2K",55589,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000104765","BNIP3L","'BNIP3L",665,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000172331","BPGM","'BPGM",669,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000172270","BSG","'BSG",682,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000159388","BTG2","'BTG2",7832,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000166167","BTRC","'BTRC",8945,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000125730","C3","'C3",718,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000133742","CA1","'CA1",759,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000104267","CA2","'CA2",760,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000153113","CAST","'CAST",831,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000121691","CAT","'CAT",847,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000024862","CCDC28A","'CCDC28A",25901,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000112576","CCND3","'CCND3",896,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000004897","CDC27","'CDC27",996,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000140743","CDR2","'CDR2",1039,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000138433","CIR1","'CIR1",9541,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000109572","CLCN3","'CLCN3",1182,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000155962","CLIC2","'CLIC2",1193,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000080819","CPOX","'CPOX",1371,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000215908","CROCCP2","'CROCCP2",84809,FALSE,FALSE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000040531","CTNS","'CTNS",1497,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000164733","CTSB","'CTSB",1508,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000285132","CTSB","'CTSB",1508,FALSE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000196188","CTSE","'CTSE",1510,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000100592","DAAM1","'DAAM1",23002,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000122741","DCAF10","'DCAF10",79269,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000100897","DCAF11","'DCAF11",80344,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000284796","DCAF11","'DCAF11",80344,FALSE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000043093","DCUN1D1","'DCUN1D1",54165,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000158856","DMTN","'DMTN",2039,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000007968","E2F2","'E2F2",1870,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000282899","E2F2","'E2F2",1870,FALSE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000086232","EIF2AK1","'EIF2AK1",27102,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000118985","ELL2","'ELL2",22936,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000149218","ENDOD1","'ENDOD1",23052,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000159023","EPB41","'EPB41",2035,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000166947","EPB42","'EPB42",2038,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000187266","EPOR","'EPOR",2057,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000164010","ERMAP","'ERMAP",114625,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000108799","EZH1","'EZH1",2145,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000178974","FBXO34","'FBXO34",55030,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000100225","FBXO7","'FBXO7",25793,TRUE,TRUE
"M5945","26771021","HALLMARK_HEME_METABOLISM","HEME_METABOLISM","Genes involved in metabolism of heme (a cofactor consisting of iron and porphyrin) and erythroblast differentiation.","ENSG00000112146","FBXO9","'FBXO9",26268,TRUE,TRUE
